,ID_EQP,ID_Composant,CODNAT,MODELE,LG,RESERVE,INFOTEL,ORDRE,DOMAINE,TYPE,HOSTNAME,AXE_WDM,DATE_CREATION,USER,Localisation_CUR,Equipement_CUR,OS,Type2
97,SAUS5-AP1,AIR-CAP1602I-E-K9,SAUS5,CAP1602I-S,69.0,,E-CAP1602I-S-000373,373.0,LAN,AP1,E-SAUS5-LAN-WAP01-000373,,2022-07-20 15:26:26,,,2F41063253724B5C8B38BF7EF69D5616,,AP1
98,SAUS5-PSS1,8DG60273AA,SAUS5,1830PSS-16,73.0,,E-1830PSS-16-000038,38.0,W,PSS1,E-SAUS5-W-007-000038,7.0,2022-07-20 15:26:26,,,5E1A416B420B4BF2A544C3547478BC85,v9.0.2,PSS1
99,SAUS5-PSS2,8DG60273AA,SAUS5,1830PSS-16,74.0,,E-1830PSS-16-000039,39.0,W,PSS2,E-SAUS5-W-007-000039,7.0,2022-07-20 15:26:26,,,F9A041E819984B0B9AB28594EBBD0D4C,v9.0.2,PSS2
100,SAUS5-PSS3,8DG60273AA,SAUS5,1830PSS-16,75.0,,E-1830PSS-16-000040,40.0,W,PSS3,E-SAUS5-W-002-000040,2.0,2022-07-20 15:26:26,,,781970FA677E4BF88DAA6E472F1D4CAA,v9.0.2,PSS3
101,SAUS5-RED1,INF-AES-1200,SAUS5,ELTEK-RED48V,76.0,,E-ELTEK-RED48V-066833,66833.0,AES,RED1,E-SAUS5-AES-RED1-066833,,2022-07-20 15:26:26,,,CC37557E2C0F4F06B960E32B024B07CD,Eltek ferme dՎnergie (220->48) Eltek Minipack PS Systems 48V (Ref.constructeur : CTOM0602.000 / OS = 2.5.3),RED1
102,SAUS5-RED2,INF-AES-1200,SAUS5,ELTEK-RED48V,77.0,,E-ELTEK-RED48V-066834,66834.0,AES,RED2,E-SAUS5-AES-RED2-066834,,2022-07-20 15:26:26,,,027351F580B343FC97800DF714547B79,Eltek ferme dՎnergie (220->48) Eltek Minipack PS Systems 48V (Ref.constructeur : CTOM0602.000 / OS = 2.5.3),RED2
103,GRANZ-PE2,3HE06791AA,GRANZ,7705SAR-8,22.0,,E-7705SAR-8-005655,5655.0,WPR,PE2,E-GRANZ-WPR-PE2-005655,,2018-10-09 15:55:39,,,E241554A99D34B58BCDCFCB6FD4003FD,TiMOS-B-8.0.R7,PE2
104,GRANZ-FED1,CGS-2520-16S-8PC,GRANZ,CGS2520-16S,42.0,,E-CGS2520-16S-004979,4979.0,LAN,FED1,E-GRANZ-LAN-FED1-004979,,2018-10-09 15:55:39,,,9374FB0349F243F38A18054798E0DE3E,Version 15.2(3)E1,FED1
105,BRESS-FED1,CGS-2520-16S-8PC,BRESS,CGS2520-16S,1.0,,E-CGS2520-16S-007247,7247.0,LAN,FED1,E-BRESS-LAN-FED1-007247,,2020-01-02 15:57:13,,,46408970D6E94A5EAA15F9C5F33167AA,Version 15.2(3)E1,FED1
106,AGNEA-PE1,3HE06791AA,AGNEA,7705SAR-8,1.0,,E-7705SAR-8-005678,5678.0,WPR,PE1,E-AGNEA-WPR-PE1-005678,,2022-07-19 13:07:40,,,220F6E250A774F458DCC8574D3DDF9FC,TiMOS-B-8.0.R7,PE1
107,AGNEA-PE2,3HE06791AA,AGNEA,7705SAR-8,21.0,,E-7705SAR-8-005679,5679.0,WPR,PE2,E-AGNEA-WPR-PE2-005679,,2022-07-19 13:07:40,,,C68DC960D3A944948242FAA36FD5199D,TiMOS-B-8.0.R7,PE2
108,AGNEA-FED1,CGS-2520-16S-8PC,AGNEA,CGS2520-16S,41.0,,E-CGS2520-16S-004973,4973.0,LAN,FED1,E-AGNEA-LAN-FED1-004973,,2022-07-19 13:07:40,,,C6F3C8CC0B324E429877409C3F549028,Version 15.2(3)E1,FED1
109,AGNEA-FED2,CGS-2520-16S-8PC,AGNEA,CGS2520-16S,55.0,,E-CGS2520-16S-004974,4974.0,LAN,FED2,E-AGNEA-LAN-FED2-004974,,2022-07-19 13:07:40,,,0F58C453156C40E0968C3D67321BDC50,Version 15.2(3)E1,FED2
110,AGNEA-AP1,AIR-CAP1602I-E-K9,AGNEA,CAP1602I-S,69.0,,E-CAP1602I-S-000575,575.0,LAN,AP1,E-AGNEA-LAN-WAP01-000575,,2022-07-19 13:07:40,,,3964A21E0F4E429283440674ABC9C76B,,AP1
111,AGNEA-CPE1,LBB210,AGNEA,RTR OPERE,73.0,,E-RTR OPERE-005754,5754.0,WOP,CPE1,E-AGNEA-WOP-CPE1-005754,,2022-07-19 13:07:40,,,3260167E61ED4CE5B514267801DCCBED,,CPE1
112,BOSCH-PE1,3HE06791AA,BOSCH,7705SAR-8,1.0,,E-7705SAR-8-006095,6095.0,WPR,PE1,E-BOSCH-WPR-PE1-006095,,2022-07-19 14:18:43,,,4184AECD5DE7432793805C90ADA93CC1,TiMOS-B-8.0.R7,PE1
113,BOSCH-PE2,3HE06791AA,BOSCH,7705SAR-8,20.0,,E-7705SAR-8-006096,6096.0,WPR,PE2,E-BOSCH-WPR-PE2-006096,,2022-07-19 14:18:43,,,5E704BC360924275A8852D71DD0EB36B,TiMOS-B-8.0.R7,PE2
114,BOSCH-FED1,CGS-2520-16S-8PC,BOSCH,CGS2520-16S,39.0,,E-CGS2520-16S-004993,4993.0,LAN,FED1,E-BOSCH-LAN-FED1-004993,,2022-07-19 14:18:43,,,866C79E1F4BF4102993D93A31197DAAF,Version 15.2(3)E1,FED1
115,BOSCH-FED2,CGS-2520-16S-8PC,BOSCH,CGS2520-16S,53.0,,E-CGS2520-16S-004994,4994.0,LAN,FED2,E-BOSCH-LAN-FED2-004994,,2022-07-19 14:18:43,,,45EAF59E612C4FF283807F7DA6ADBB22,Version 15.2(3)E1,FED2
116,BOSCH-AP1,AIR-CAP1602I-E-K9,BOSCH,CAP1602I-S,67.0,,E-CAP1602I-S-000576,576.0,LAN,AP1,E-BOSCH-LAN-WAP01-000576,,2022-07-19 14:18:43,,,50BB5D7FC1CB49848ED3CF5F1B1C978C,,AP1
117,BXLIE-RED1,INF-AES-1200,BXLIE,ELTEK-RED48V,72.0,,E-ELTEK-RED48V-067123,67123.0,AES,RED1,E-BXLIE-AES-RED1-067123,,2022-07-19 14:33:44,,,DC65E631DE7D45A58D6607BABD491E17,Eltek ferme dՎnergie (220->48) Eltek Minipack PS Systems 48V (Ref.constructeur : CTOM0602.000 / OS = 2.5.3),RED1
118,BXLIE-PSS1,3KC12960AA,BXLIE,1830PSS-4,73.0,,E-1830PSS-4-000290,290.0,W,PSS1,E-BXLIE-W-028-000290,28.0,2022-07-19 14:33:44,,,5C24A29E41BC4FEC84B59A76B139F67D,v9.0.1,PSS1
119,BXTO5-PE1,3HE06791AA,BXTO5,7705SAR-8,1.0,,E-7705SAR-8-006615,6615.0,WPR,PE1,E-BXTO5-WPR-PE1-006615,,2022-07-19 14:34:40,,,2A92E99DF3F44E21BE9DA1EEA4E1B0F4,TiMOS-B-8.0.R7,PE1
120,BXTO5-PE2,3HE06791AA,BXTO5,7705SAR-8,20.0,,E-7705SAR-8-006617,6617.0,WPR,PE2,E-BXTO5-WPR-PE2-006617,,2022-07-19 14:34:40,,,ABC32DC5DC594D1C86286B07865DD1E8,TiMOS-B-8.0.R7,PE2
121,TERRI-PE1,3HE04991AA,TERRI,7705SAR-18,1.0,,E-7705SAR-18-005487,5487.0,WPR,PE1,E-TERRI-WPR-PE1-005487,,2022-07-20 17:17:05,,,59ADA6BA39B04D3A87DDDCD01830B93F,TiMOS-B-8.0.R7,PE1
122,TERRI-PE2,3HE04991AA,TERRI,7705SAR-18,37.0,,E-7705SAR-18-005488,5488.0,WPR,PE2,E-TERRI-WPR-PE2-005488,,2022-07-20 17:17:05,,,9C0D6725576046C499236B366858FC52,TiMOS-B-8.0.R7,PE2
123,SSCAL-FED2,CGS-2520-16S-8PC,SSCAL,CGS2520-16S,14.0,,E-CGS2520-16S-004867,4867.0,LAN,FED2,E-SSCAL-LAN-FED2-004867,,2020-11-10 12:43:15,,,34EC1425AAD648A58F513E4D5DAA374D,Version 15.2(3)E1,FED2
124,SSCAL-AP1,AIR-CAP1602I-E-K9,SSCAL,CAP1602I-S,27.0,,E-CAP1602I-S-000328,328.0,LAN,AP1,E-SSCAL-LAN-WAP01-000328,,2020-11-10 12:43:15,,,16404F94EE53405E94AA798EEE72E451,,AP1
125,SSCAL-CPE1,LBB210,SSCAL,RTR OPERE,31.0,,E-RTR OPERE-005750,5750.0,WOP,CPE1,E-SSCAL-WOP-CPE1-005750,,2020-11-10 12:43:15,,,183D989EA3E247FBADC5B09C5675DC2F,,CPE1
126,SSCAL-CPE2,LBB140,SSCAL,RTR OPERE,32.0,,E-RTR OPERE-005751,5751.0,WOP,CPE2,E-SSCAL-WOP-CPE2-005751,,2020-11-10 12:43:15,,,76C2E2BB6EFB41269679E08DD55FEB39,,CPE2
127,SSCAL-MOD1,MODSATX3,SSCAL,MODEM SAT,33.0,,E-MODEM SAT-000087,87.0,WOP,MOD1,E-SSCAL-WOP-MOD1-000087,,2020-11-10 12:43:15,,,7B8DD76DB29C41EFB39F550094A0CB0B,,MOD1
128,GRANZ-FED2,CGS-2520-16S-8PC,GRANZ,CGS2520-16S,57.0,,E-CGS2520-16S-004980,4980.0,LAN,FED2,E-GRANZ-LAN-FED2-004980,,2018-10-09 15:55:39,,,E6E0A9A1BA4942A2876383D9CF855D25,Version 15.2(3)E1,FED2
129,GRANZ-AP1,AIR-CAP1602I-E-K9,GRANZ,CAP1602I-S,71.0,,E-CAP1602I-S-000577,577.0,LAN,AP1,E-GRANZ-LAN-WAP01-000577,,2018-10-09 15:55:39,,,C3EB9FE94EAD49D793B0DFE8B75AD0CA,,AP1
130,GRANZ-PSS1,8DG60273AA,GRANZ,1830PSS-16,75.0,,E-1830PSS-16-000284,284.0,W,PSS1,E-GRANZ-W-026-000284,26.0,2018-10-09 15:55:39,,,2C30A8DC00EE431896DCA21803D548C6,v9.0.2,PSS1
131,LONNY-PE1,3HE04991AA,LONNY,7705SAR-18,1.0,,E-7705SAR-18-006775,6775.0,WPR,PE1,E-LONNY-WPR-PE1-006775,,2022-06-03 10:32:35,,,00E125AF9C604B2C985AECAED8C2F417,TiMOS-B-8.0.R7,PE1
132,LONNY-PE2,3HE04991AA,LONNY,7705SAR-18,38.0,,E-7705SAR-18-006776,6776.0,WPR,PE2,E-LONNY-WPR-PE2-006776,,2022-06-03 10:32:35,,,248E7E8B28884E68ACFC1D59299BFAA4,TiMOS-B-8.0.R7,PE2
133,SAUVE-FED1,CGS-2520-16S-8PC,SAUVE,CGS2520-16S,1.0,,E-CGS2520-16S-011485,11485.0,LAN,FED1,E-SAUVE-LAN-FED1-011485,,2022-10-18 14:15:00,,,A3C7E4B2876D4D229EBF72F3AF3679A4,"Cisco IOS Software, CGS2520 Software (CGS2520-IPSERVICESK9-M), Version 15.2(7)E3, RELEASE SOFTWARE (fc3)",FED1
134,SAUVE-CPE1,LBB210,SAUVE,RTR OPERE,12.0,,E-RTR OPERE-010055,10055.0,WOP,CPE1,E-SAUVE-WOP-CPE1-010055,,2022-10-18 14:15:00,,,46B2181A685B43C897FDE9C6F44CE300,,CPE1
135,LONNY-FED1,CGS-2520-16S-8PC,LONNY,CGS2520-16S,73.0,,E-CGS2520-16S-006966,6966.0,LAN,FED1,E-LONNY-LAN-FED1-006966,,2022-06-03 10:32:35,,,EE4D044915CB4AE4816A9912729B6516,Version 15.2(3)E1,FED1
136,LONNY-FED2,CGS-2520-16S-8PC,LONNY,CGS2520-16S,89.0,,E-CGS2520-16S-006967,6967.0,LAN,FED2,E-LONNY-LAN-FED2-006967,,2022-06-03 10:32:35,,,5F2AD0C227CD47A3821FBDEB485C8F3A,Version 15.2(3)E1,FED2
137,GRANZ-PSS2,8DG60273AA,GRANZ,1830PSS-16,100.0,,E-1830PSS-16-000330,330.0,W,PSS2,E-GRANZ-W-025-000330,25.0,2018-10-09 15:55:39,,,094BD92AF568444EA30C8CA1DDC54875,v9.0.2,PSS2
138,GRANZ-RED1,INF-AES-1200,GRANZ,ELTEK-RED48V,124.0,,E-ELTEK-RED48V-067135,67135.0,AES,RED1,E-GRANZ-AES-RED1-067135,,2018-10-09 15:55:39,,,C877085F57C74967B66B687B6D516515,Eltek ferme dՎnergie (220->48) Eltek Minipack PS Systems 48V (Ref.constructeur : CTOM0602.000 / OS = 2.5.3),RED1
139,LUXEU-PE1,3HE06791AA,LUXEU,7705SAR-8,1.0,,E-7705SAR-8-007156,7156.0,WPR,PE1,E-LUXEU-WPR-PE1-007156,,2020-01-03 11:31:13,,,90A3113CA4124743BF398F2FE8003455,TiMOS-B-8.0.R7,PE1
140,LUCON-PE1,3HE06791AA,LUCON,7705SAR-8,1.0,,E-7705SAR-8-006097,6097.0,WPR,PE1,E-LUCON-WPR-PE1-006097,,2020-07-30 14:31:51,,,BA23668E5C894102B5407848DEE0B5F0,TiMOS-B-8.0.R7,PE1
141,LUCON-FED1,CGS-2520-16S-8PC,LUCON,CGS2520-16S,20.0,,E-CGS2520-16S-004995,4995.0,LAN,FED1,E-LUCON-LAN-FED1-004995,,2020-07-30 14:31:51,,,421CD8D4B6B846F2B205123E26F8BF9B,Version 15.2(3)E1,FED1
142,DOMLO-PE1,3HE04991AA,DOMLO,7705SAR-18,1.0,,E-7705SAR-18-005684,5684.0,WPR,PE1,E-DOMLO-WPR-PE1-005684,,2022-07-19 16:35:18,,,094814E4FB6242ED936F0A89B460142D,TiMOS-B-8.0.R7,PE1
143,DOMLO-PE2,3HE04991AA,DOMLO,7705SAR-18,36.0,,E-7705SAR-18-005685,5685.0,WPR,PE2,E-DOMLO-WPR-PE2-005685,,2022-07-19 16:35:18,,,ACE42E8BB936405ABE8F4AB21FAE48F8,TiMOS-B-8.0.R7,PE2
144,DOMLO-FED1,CGS-2520-16S-8PC,DOMLO,CGS2520-16S,72.0,,E-CGS2520-16S-004871,4871.0,LAN,FED1,E-DOMLO-LAN-FED1-004871,,2022-07-19 16:35:18,,,E9ED790F51F3435082FCEAA82B31785F,Version 15.2(3)E1,FED1
145,DOMLO-FED2,CGS-2520-16S-8PC,DOMLO,CGS2520-16S,86.0,,E-CGS2520-16S-004872,4872.0,LAN,FED2,E-DOMLO-LAN-FED2-004872,,2022-07-19 16:35:18,,,AB9B8C264A304BD7A2E291D6A38030A4,Version 15.2(3)E1,FED2
146,KEPLE-PE1,3HE09195AA,KEPLE,7750SR-A4,1.0,,E-7750SR-A4-006255,6255.0,WPR,PE1,E-KEPLE-WPR-PE1-006255,,2022-07-19 21:42:07,,,B4696C25DCEE470889583FB779B36BBA,TiMOS-C-19.10.R8,PE1
147,KEPLE-PE2,3HE09195AA,KEPLE,7750SR-A4,30.0,,E-7750SR-A4-006256,6256.0,WPR,PE2,E-KEPLE-WPR-PE2-006256,,2022-07-19 21:42:07,,,86195107448C4730AB61BA6AA8B8D5AB,TiMOS-C-19.10.R8,PE2
148,KEPLE-FED1,WS-C3650-24TD-E,KEPLE,C3650-24TD,59.0,,E-C3650-24TD-004817,4817.0,LAN,FED1,E-KEPLE-LAN-FED1-004817,,2022-07-19 21:42:07,,,5D50AEE466334D1DA5D66A7F28D66034,Version 03.03.05.SE,FED1
149,KEPLE-FED2,WS-C3650-24TD-E,KEPLE,C3650-24TD,67.0,,E-C3650-24TD-004818,4818.0,LAN,FED2,E-KEPLE-LAN-FED2-004818,,2022-07-19 21:42:07,,,F1B9C778EF3D45B08CA662AAC5DED356,Version 03.03.05.SE,FED2
150,LAUNA-PE1,3HE06791AA,LAUNA,7705SAR-8,1.0,,E-7705SAR-8-006091,6091.0,WPR,PE1,E-LAUNA-WPR-PE1-006091,,2022-07-19 22:13:55,,,726F75DAA42A420EB3EC11963E5E79A5,TiMOS-B-8.0.R7,PE1
151,LAUNA-PE2,3HE06791AA,LAUNA,7705SAR-8,21.0,,E-7705SAR-8-006092,6092.0,WPR,PE2,E-LAUNA-WPR-PE2-006092,,2022-07-19 22:13:55,,,4A47A5FBF03C43A9B8FEA1E6776EB293,TiMOS-B-8.0.R7,PE2
152,LAUNA-FED1,CGS-2520-16S-8PC,LAUNA,CGS2520-16S,41.0,,E-CGS2520-16S-004989,4989.0,LAN,FED1,E-LAUNA-LAN-FED1-004989,,2022-07-19 22:13:55,,,74AC3A20D99843659796C2C273BF03FE,Version 15.2(3)E1,FED1
153,LAUNA-FED2,CGS-2520-16S-8PC,LAUNA,CGS2520-16S,55.0,,E-CGS2520-16S-004990,4990.0,LAN,FED2,E-LAUNA-LAN-FED2-004990,,2022-07-19 22:13:55,,,3A253F2E55C9451CBAB7EB6787AD609A,Version 15.2(3)E1,FED2
154,LAUNA-AP1,AIR-CAP1602I-E-K9,LAUNA,CAP1602I-S,69.0,,E-CAP1602I-S-000572,572.0,LAN,AP1,E-LAUNA-LAN-WAP01-000572,,2022-07-19 22:13:55,,,A1F2FCA823254491912037847DD06DE5,,AP1
155,LAUNA-RED1,INF-AES-2000-48V,LAUNA,ELTEK-RED48V,74.0,,E-ELTEK-RED48V-067144,67144.0,AES,RED1,E-LAUNA-AES-RED1-067144,,2022-07-19 22:13:55,,,E1E49437BA5C4AADBF5A00814C127509,Eltek ferme dՎnergie (220->48) Eltek Minipack PS Systems 48V (Ref.constructeur : CTOM0602.000 / OS = 2.5.3),RED1
156,LAVAL-PE1,3HE06791AA,LAVAL,7705SAR-8,1.0,,E-7705SAR-8-008406,8406.0,WPR,PE1,E-LAVAL-WPR-PE1-008406,,2022-07-19 22:15:28,,,EB2E640197014CA1AF96A9C082D4F6E2,TiMOS-B-8.0.R7,PE1
157,LOUIS-PE1,3HE06791AA,LOUIS,7705SAR-8,1.0,,E-7705SAR-8-006093,6093.0,WPR,PE1,E-LOUIS-WPR-PE1-006093,,2022-07-19 22:39:24,,,63E1E1B272FA43F5814BDC39A5F20808,TiMOS-B-8.0.R7,PE1
158,ROUGE-PE1,3HE06791AA,ROUGE,7705SAR-8,1.0,,E-7705SAR-8-005674,5674.0,WPR,PE1,E-ROUGE-WPR-PE1-005674,,2022-04-05 22:14:01,,,8E24A491D0A74BA288C264617BE7139E,TiMOS-B-8.0.R7,PE1
159,ROUGE-PE2,3HE06791AA,ROUGE,7705SAR-8,22.0,,E-7705SAR-8-005675,5675.0,WPR,PE2,E-ROUGE-WPR-PE2-005675,,2022-04-05 22:14:01,,,844129AC17944066938B3F4BA7FA1625,TiMOS-B-8.0.R7,PE2
160,LUCON-AP1,AIR-CAP1602I-E-K9,LUCON,CAP1602I-S,33.0,,E-CAP1602I-S-000579,579.0,LAN,AP1,E-LUCON-LAN-WAP01-000579,,2020-07-30 14:31:51,,,7177A85A52DC44E98056B3C5CC953F37,,AP1
161,KEPLE-PSS1,8DG60273AA,KEPLE,1830PSS-16,75.0,,E-1830PSS-16-000280,280.0,W,PSS1,E-KEPLE-W-028-000280,28.0,2022-07-19 21:42:07,,,0996D424D5244E1FB75CB1943C625ADF,v9.0.2,PSS1
162,KEPLE-PSS2,8DG60273AA,KEPLE,1830PSS-16,101.0,,E-1830PSS-16-000331,331.0,W,PSS2,E-KEPLE-W-028-000331,28.0,2022-07-19 21:42:07,,,C4FC9F5718674A20BBEE4E74C2B228C1,v9.0.2,PSS2
163,KEPLE-RED1,INF-AES-1200,KEPLE,ELTEK-RED48V,126.0,,E-ELTEK-RED48V-067138,67138.0,AES,RED1,E-KEPLE-AES-RED1-067138,,2022-07-19 21:42:07,,,8C8476C69F35416CB8B35BA135E54B25,Eltek ferme dՎnergie (220->48) Eltek Minipack PS Systems 48V (Ref.constructeur : CTOM0602.000 / OS = 2.5.3),RED1
164,KEPLE-RED2,INF-AES-1200,KEPLE,ELTEK-RED48V,127.0,,E-ELTEK-RED48V-067139,67139.0,AES,RED2,E-KEPLE-AES-RED2-067139,,2022-07-19 21:42:07,,,FD9CAFB76EAE479B85A03C7971545932,Eltek ferme dՎnergie (220->48) Eltek Minipack PS Systems 48V (Ref.constructeur : CTOM0602.000 / OS = 2.5.3),RED2
165,KEPLE-OND1,INF-OND-1200,KEPLE,AXILEK-OND230V,128.0,,E-AXILEK-OND230V-000114,114.0,AES,OND1,E-KEPLE-AES-OND1-000114,,2022-07-19 21:42:07,,,81A5301ED417493EB0DFD5B81BE4BFC9,,OND1
166,KEPLE-OND2,INF-OND-1200,KEPLE,AXILEK-OND230V,129.0,,E-AXILEK-OND230V-000115,115.0,AES,OND2,E-KEPLE-AES-OND2-000115,,2022-07-19 21:42:07,,,EA38E5D0AA17438B957976025AD0B227,,OND2
167,LAVAG-FED1,CGS-2520-16S-8PC,LAVAG,CGS2520-16S,1.0,,E-CGS2520-16S-011909,11909.0,LAN,FED1,E-LAVAG-LAN-FED1-011909,,2022-10-18 13:56:04,,,E40D5C89CC824F2485D617A9F1316C18,"Cisco IOS Software, CGS2520 Software (CGS2520-IPSERVICESK9-M), Version 15.2(7)E3, RELEASE SOFTWARE (fc3)",FED1
168,KEPLE-FED3,WS-C3650-24TS-E,KEPLE,C3650-24TS,130.0,E,E-C3650-24TS-009117,9117.0,LAN,FED3,E-KEPLE-LAN-FED1E-009117,,2022-07-19 21:42:07,,,,Version 03.03.05.SE,FED1E
169,KEPLE-FED4,WS-C3650-24TS-E,KEPLE,C3650-24TS,138.0,E,E-C3650-24TS-009118,9118.0,LAN,FED4,E-KEPLE-LAN-FED2E-009118,,2022-07-19 21:42:07,,,,Version 03.03.05.SE,FED2E
170,LOUIS-PE2,3HE06791AA,LOUIS,7705SAR-8,22.0,,E-7705SAR-8-006094,6094.0,WPR,PE2,E-LOUIS-WPR-PE2-006094,,2022-07-19 22:39:24,,,70C206B754F5432B9819EEDAC217376F,TiMOS-B-8.0.R7,PE2
171,LOUIS-FED1,CGS-2520-16S-8PC,LOUIS,CGS2520-16S,43.0,,E-CGS2520-16S-004991,4991.0,LAN,FED1,E-LOUIS-LAN-FED1-004991,,2022-07-19 22:39:24,,,E98A6D4A70FF408A9FDE7FA0BE0257C8,Version 15.2(3)E1,FED1
172,LOUIS-FED2,CGS-2520-16S-8PC,LOUIS,CGS2520-16S,57.0,,E-CGS2520-16S-004992,4992.0,LAN,FED2,E-LOUIS-LAN-FED2-004992,,2022-07-19 22:39:24,,,8D842BFBB29847AA970D6CE5945CC6CE,Version 15.2(3)E1,FED2
173,LOUIS-AP1,AIR-CAP1602I-E-K9,LOUIS,CAP1602I-S,71.0,,E-CAP1602I-S-000573,573.0,LAN,AP1,E-LOUIS-LAN-WAP01-000573,,2022-07-19 22:39:24,,,DE542235F24D427EA0D315DDD5B7AF12,,AP1
174,LOUIS-PSS1,8DG60273AA,LOUIS,1830PSS-16,75.0,,E-1830PSS-16-000277,277.0,W,PSS1,E-LOUIS-W-028-000277,28.0,2022-07-19 22:39:24,,,D895DA8F7D6D444385861E6A68AF859A,v9.0.2,PSS1
175,LOUIS-RED1,INF-AES-1200,LOUIS,ELTEK-RED48V,95.0,,E-ELTEK-RED48V-067145,67145.0,AES,RED1,E-LOUIS-AES-RED1-067145,,2022-07-19 22:39:24,,,CB9DB66EDFA447BBA5E95D75F8231FA7,Eltek ferme dՎnergie (220->48) Eltek Minipack PS Systems 48V (Ref.constructeur : CTOM0602.000 / OS = 2.5.3),RED1
176,NEUBO-PE1,3HE06791AA,NEUBO,7705SAR-8,1.0,,E-7705SAR-8-005666,5666.0,WPR,PE1,E-NEUBO-WPR-PE1-005666,,2022-04-05 16:21:21,,,9EFB8DD5479C4A659772CC35BD520B3C,TiMOS-B-8.0.R7,PE1
177,NEUBO-FED1,CGS-2520-16S-8PC,NEUBO,CGS2520-16S,21.0,,E-CGS2520-16S-004842,4842.0,LAN,FED1,E-NEUBO-LAN-FED1-004842,,2022-04-05 16:21:21,,,29854A03D25E45BA93221AF8A55A4474,Version 15.2(3)E1,FED1
178,NEUBO-AP1,AIR-CAP1602I-E-K9,NEUBO,CAP1602I-S,34.0,,E-CAP1602I-S-000568,568.0,LAN,AP1,E-NEUBO-LAN-WAP01-000568,,2022-04-05 16:21:21,,,9A6629E72A9E413391F971F3C1375294,,AP1
179,NEUBO-PSS1,8DG60273AA,NEUBO,1830PSS-16,38.0,,E-1830PSS-16-000271,271.0,W,PSS1,E-NEUBO-W-029-000271,29.0,2022-04-05 16:21:21,,,527E42A38BC04089A9EBDE13280A623A,v9.0.2,PSS1
180,ROUGE-FED1,CGS-2520-16S-8PC,ROUGE,CGS2520-16S,42.0,,E-CGS2520-16S-004985,4985.0,LAN,FED1,E-ROUGE-LAN-FED1-004985,,2022-04-05 22:14:01,,,60781BD1414D4D9788488AC6B2AB845F,Version 15.2(3)E1,FED1
181,RQFOR-FED1,CGS-2520-16S-8PC,RQFOR,CGS2520-16S,1.0,,E-CGS2520-16S-007176,7176.0,LAN,FED1,E-RQFOR-LAN-FED1-007176,,2020-01-02 16:39:12,,,F6CB433C479F442F96176D8AD4F8FC57,Version 15.2(3)E1,FED1
182,KEROL-FED1,CGS-2520-16S-8PC,KEROL,CGS2520-16S,1.0,,E-CGS2520-16S-007217,7217.0,LAN,FED1,E-KEROL-LAN-FED1-007217,,2022-07-19 21:46:07,,,FA5944A1FA7E4E55A58896A7252A8C2D,Version 15.2(3)E1,FED1
183,KEROL-CPE1,LBB210,KEROL,RTR OPERE,12.0,,E-RTR OPERE-007033,7033.0,WOP,CPE1,E-KEROL-WOP-CPE1-007033,,2022-07-19 21:46:07,,,9DD657410C7A4B3C98898483085F32FD,,CPE1
184,KEROL-AP1,AIR-AP1832I-E-K9,KEROL,AP 1832I,13.0,,E-AP 1832I-002764,2764.0,LAN,AP1,E-KEROL-LAN-WAP01-002764,,2022-07-19 21:46:07,,,F2818D26A74443DB8FE6DF5246AFD3D9,,AP1
185,NIORT-PE1,3HE04991AA,NIORT,7705SAR-18,1.0,,E-7705SAR-18-005686,5686.0,WPR,PE1,E-NIORT-WPR-PE1-005686,,2022-07-20 10:16:57,,,0D6EA8357D9B432FB05922059D58EA4A,TiMOS-B-8.0.R7,PE1
186,NIORT-PE2,3HE04991AA,NIORT,7705SAR-18,36.0,,E-7705SAR-18-005687,5687.0,WPR,PE2,E-NIORT-WPR-PE2-005687,,2022-07-20 10:16:57,,,D64B95B25FB3437ABFAAA60ADA38CC45,TiMOS-B-8.0.R7,PE2
187,NIORT-FED1,CGS-2520-16S-8PC,NIORT,CGS2520-16S,72.0,,E-CGS2520-16S-004996,4996.0,LAN,FED1,E-NIORT-LAN-FED1-004996,,2022-07-20 10:16:57,,,7AFEE9D1872F4875AF0625A04341A8A6,Version 15.2(3)E1,FED1
188,NIORT-FED2,CGS-2520-16S-8PC,NIORT,CGS2520-16S,87.0,,E-CGS2520-16S-004997,4997.0,LAN,FED2,E-NIORT-LAN-FED2-004997,,2022-07-20 10:16:57,,,0A4616374718494A9841F279DE7C5C5C,Version 15.2(3)E1,FED2
189,NIORT-AP1,AIR-CAP1602I-E-K9,NIORT,CAP1602I-S,103.0,,E-CAP1602I-S-000580,580.0,LAN,AP1,E-NIORT-LAN-WAP01-000580,,2022-07-20 10:16:57,,,368D28B6F6874D7EA09F9982B18CDA74,,AP1
190,NIORT-CPE1,LBB210,NIORT,RTR OPERE,107.0,,E-RTR OPERE-005757,5757.0,WOP,CPE1,E-NIORT-WOP-CPE1-005757,,2022-07-20 10:16:57,,,BF8F168858134E6597F76ED74132D5CA,,CPE1
191,NIORT-PSS1,8DG60273AA,NIORT,1830PSS-16,108.0,,E-1830PSS-16-000283,283.0,W,PSS1,E-NIORT-W-028-000283,28.0,2022-07-20 10:16:57,,,3A879DEA1052447E8AA0120949042059,v9.0.2,PSS1
